city,speciality,profile_url,name,degree,year_of_experience,location,dp_score,npv,consultation_fee,google_map_link,scraped_at
Bangalore,Chiropractor,https://www.practo.com/bangalore/doctor/dr-rashmi-shetty-3-dentist/recommended?practice_id=745107&specialization=Doctor&referrer=doctor_listing&page_uid=32dc26ed-3117-4f11-978e-15003bc572a1,Dr. Rashmi Shetty,BDS,3,Bangalore,99,1,3,"https://www.google.com/maps/search/Dr.+Rashmi+Shetty+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:42:14.206589
Bangalore,Chiropractor,https://www.practo.com/bangalore/doctor/dr-allu-venkateshwara-reddy-dentist?practice_id=1458328&specialization=Doctor&referrer=doctor_listing&page_uid=32dc26ed-3117-4f11-978e-15003bc572a1,Dr. Allu Venkateswara Reddy,BDS,1,Koramangala,100,1,0,"http://www.google.com/maps/place/12.92527322958,77.634380513427",2025-08-17T23:42:17.055863
Bangalore,Chiropractor,https://www.practo.com/bangalore/doctor/dr-allu-venkateshwara-reddy-dentist/recommended?practice_id=1458328&specialization=Doctor&referrer=doctor_listing&page_uid=32dc26ed-3117-4f11-978e-15003bc572a1,Dr. Allu Venkateswara Reddy,BDS,19,Bangalore,100,1,1,"https://www.google.com/maps/search/Dr.+Allu+Venkateswara+Reddy+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:42:20.186913
Bangalore,Chiropractor,https://www.practo.com/bangalore/doctor/dr-partha-sarathi-dutta-roy-dermatologist-cosmetologist-dermatologist/recommended?practice_id=899562&specialization=Doctor&referrer=doctor_listing&page_uid=32dc26ed-3117-4f11-978e-15003bc572a1,Dr. Parthasarathi Dutta Roy,MBBS,25,Bangalore,88,1,2016,"https://www.google.com/maps/search/Dr.+Parthasarathi+Dutta+Roy+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:42:23.551911
Bangalore,Chiropractor,https://www.practo.com/bangalore/doctor/dr-raju-srinivas-dentist?practice_id=678050&specialization=Doctor&referrer=doctor_listing&page_uid=32dc26ed-3117-4f11-978e-15003bc572a1,Dr. Raju Srinivas,BDS,27,Jayanagar,96,1,0,"http://www.google.com/maps/place/12.930807277863,77.592497311791",2025-08-17T23:42:26.270539
Bangalore,Chiropractor,https://www.practo.com/bangalore/doctor/dr-sumanth-shetty-2-dentist?practice_id=745107&specialization=Doctor&referrer=doctor_listing&page_uid=32dc26ed-3117-4f11-978e-15003bc572a1,Dr. Sumanth Shetty,BDS,26,Koramangala,96,1,0,"http://www.google.com/maps/place/12.92777,77.63721",2025-08-17T23:42:29.160122
Bangalore,Chiropractor,https://www.practo.com/bangalore/doctor/dr-raju-srinivas-dentist/recommended?practice_id=678050&specialization=Doctor&referrer=doctor_listing&page_uid=32dc26ed-3117-4f11-978e-15003bc572a1,Dr. Raju Srinivas,BDS,27,Bangalore,96,27,27,"https://www.google.com/maps/search/Dr.+Raju+Srinivas+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:42:32.242660
Bangalore,Chiropractor,https://www.practo.com/bangalore/doctor/dr-d-n-naveen-dentist?practice_id=1235728&specialization=Doctor&referrer=doctor_listing&page_uid=32dc26ed-3117-4f11-978e-15003bc572a1,Dr. D N Naveen,BDS,18,New Thippasandra,98,1,0,"http://www.google.com/maps/place/12.975938481932,77.654982741741",2025-08-17T23:42:35.127562
Bangalore,Chiropractor,https://www.practo.com/bangalore/doctor/dr-sindhu-s-kumar-2-dentist?practice_id=1163292&specialization=Doctor&referrer=doctor_listing&page_uid=32dc26ed-3117-4f11-978e-15003bc572a1,Dr. Sindhu S Kumar,BDS,14,Jayanagar 4 Block,99,1,0,"http://www.google.com/maps/place/12.920642473657,77.590101342648",2025-08-17T23:42:38.136936
Bangalore,Chiropractor,https://www.practo.com/bangalore/doctor/dr-sindhu-s-kumar-2-dentist/recommended?practice_id=1163292&specialization=Doctor&referrer=doctor_listing&page_uid=32dc26ed-3117-4f11-978e-15003bc572a1,Dr. Sindhu S Kumar,BDS,14,Bangalore,99,1,2,"https://www.google.com/maps/search/Dr.+Sindhu+S+Kumar+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:42:41.186050
Bangalore,Chiropractor,https://www.practo.com/bangalore/doctor/dr-partha-sarathi-dutta-roy-dermatologist-cosmetologist-dermatologist?practice_id=899562&specialization=Doctor&referrer=doctor_listing&page_uid=32dc26ed-3117-4f11-978e-15003bc572a1,Dr. Parthasarathi Dutta Roy,MBBS,25,Indiranagar,88,1,0,"http://www.google.com/maps/place/12.978668751369,77.645484978269",2025-08-17T23:42:44.197632
Bangalore,Chiropractor,https://www.practo.com/bangalore/doctor/dr-d-n-naveen-dentist/recommended?practice_id=1235728&specialization=Doctor&referrer=doctor_listing&page_uid=32dc26ed-3117-4f11-978e-15003bc572a1,Dr. D N Naveen,BDS,18,Bangalore,98,1,18,"https://www.google.com/maps/search/Dr.+D+N+Naveen+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:42:47.233577
Bangalore,Chiropractor,https://www.practo.com/bangalore/doctor/dr-rashmi-shetty-3-dentist?practice_id=745107&specialization=Doctor&referrer=doctor_listing&page_uid=32dc26ed-3117-4f11-978e-15003bc572a1,Dr. Rashmi Shetty,BDS,3,Koramangala,99,1,0,"http://www.google.com/maps/place/12.92777,77.63721",2025-08-17T23:42:50.405669
Bangalore,Chiropractor,https://www.practo.com/bangalore/doctor/dr-k-a-mohan?practice_id=1138332&specialization=Doctor&referrer=doctor_listing&page_uid=32dc26ed-3117-4f11-978e-15003bc572a1,Dr. K A Mohan,BDS,47,Domlur,97,1,0,"http://www.google.com/maps/place/12.962608873427,77.64005580917",2025-08-17T23:42:53.144299
Bangalore,Cardiologist,https://www.practo.com/bangalore/doctor/dr-sindhu-s-kumar-2-dentist/recommended?practice_id=1163292&specialization=Doctor&referrer=doctor_listing&page_uid=df02030a-ccaa-42a3-b445-c145ec7e263f,Dr. Sindhu S Kumar,BDS,14,Bangalore,99,1,2,"https://www.google.com/maps/search/Dr.+Sindhu+S+Kumar+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:42:56.234432
Bangalore,Cardiologist,https://www.practo.com/bangalore/doctor/dr-partha-sarathi-dutta-roy-dermatologist-cosmetologist-dermatologist/recommended?practice_id=899562&specialization=Doctor&referrer=doctor_listing&page_uid=df02030a-ccaa-42a3-b445-c145ec7e263f,Dr. Parthasarathi Dutta Roy,MBBS,25,Bangalore,88,1,2016,"https://www.google.com/maps/search/Dr.+Parthasarathi+Dutta+Roy+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:42:59.321892
Bangalore,Cardiologist,https://www.practo.com/bangalore/doctor/dr-d-n-naveen-dentist/recommended?practice_id=1235728&specialization=Doctor&referrer=doctor_listing&page_uid=df02030a-ccaa-42a3-b445-c145ec7e263f,Dr. D N Naveen,BDS,18,Bangalore,98,1,18,"https://www.google.com/maps/search/Dr.+D+N+Naveen+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:43:02.369994
Bangalore,Cardiologist,https://www.practo.com/bangalore/doctor/dr-sindhu-s-kumar-2-dentist?practice_id=1163292&specialization=Doctor&referrer=doctor_listing&page_uid=df02030a-ccaa-42a3-b445-c145ec7e263f,Dr. Sindhu S Kumar,BDS,14,Jayanagar 4 Block,99,1,0,"http://www.google.com/maps/place/12.920642473657,77.590101342648",2025-08-17T23:43:05.178141
Bangalore,Cardiologist,https://www.practo.com/bangalore/doctor/dr-allu-venkateshwara-reddy-dentist?practice_id=1458328&specialization=Doctor&referrer=doctor_listing&page_uid=df02030a-ccaa-42a3-b445-c145ec7e263f,Dr. Allu Venkateswara Reddy,BDS,1,Koramangala,100,1,0,"http://www.google.com/maps/place/12.92527322958,77.634380513427",2025-08-17T23:43:08.246966
Bangalore,Cardiologist,https://www.practo.com/bangalore/doctor/dr-d-n-naveen-dentist?practice_id=1235728&specialization=Doctor&referrer=doctor_listing&page_uid=df02030a-ccaa-42a3-b445-c145ec7e263f,Dr. D N Naveen,BDS,18,New Thippasandra,98,1,0,"http://www.google.com/maps/place/12.975938481932,77.654982741741",2025-08-17T23:43:11.236543
Bangalore,Cardiologist,https://www.practo.com/bangalore/doctor/dr-k-a-mohan?practice_id=1138332&specialization=Doctor&referrer=doctor_listing&page_uid=df02030a-ccaa-42a3-b445-c145ec7e263f,Dr. K A Mohan,BDS,47,Domlur,97,1,0,"http://www.google.com/maps/place/12.962608873427,77.64005580917",2025-08-17T23:43:14.202874
Bangalore,Cardiologist,https://www.practo.com/bangalore/doctor/dr-allu-venkateshwara-reddy-dentist/recommended?practice_id=1458328&specialization=Doctor&referrer=doctor_listing&page_uid=df02030a-ccaa-42a3-b445-c145ec7e263f,Dr. Allu Venkateswara Reddy,BDS,19,Bangalore,100,1,1,"https://www.google.com/maps/search/Dr.+Allu+Venkateswara+Reddy+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:43:17.392726
Bangalore,Cardiologist,https://www.practo.com/bangalore/doctor/dr-raju-srinivas-dentist/recommended?practice_id=678050&specialization=Doctor&referrer=doctor_listing&page_uid=df02030a-ccaa-42a3-b445-c145ec7e263f,Dr. Raju Srinivas,BDS,27,Bangalore,96,27,27,"https://www.google.com/maps/search/Dr.+Raju+Srinivas+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:43:20.364068
Bangalore,Cardiologist,https://www.practo.com/bangalore/doctor/dr-rashmi-shetty-3-dentist/recommended?practice_id=745107&specialization=Doctor&referrer=doctor_listing&page_uid=df02030a-ccaa-42a3-b445-c145ec7e263f,Dr. Rashmi Shetty,BDS,3,Bangalore,99,1,3,"https://www.google.com/maps/search/Dr.+Rashmi+Shetty+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:43:23.318588
Bangalore,Cardiologist,https://www.practo.com/bangalore/doctor/dr-k-a-mohan/recommended?practice_id=1138332&specialization=Doctor&referrer=doctor_listing&page_uid=df02030a-ccaa-42a3-b445-c145ec7e263f,Dr. K A Mohan,BDS,47,Bangalore,97,1,2,"https://www.google.com/maps/search/Dr.+K+A+Mohan+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:43:26.364696
Bangalore,Cardiologist,https://www.practo.com/Bangalore/hospital/dr-parthasarathi-s-hair-and-skin-hospitals-indiranagar,"Dr. Parthasarathi's Hair and Skin Hospitals, Indiranagar, Bangalore: Practo",,15,"Dr. Parthasarathi's Hair and Skin Hospitals, Indiranagar, Bangalore: Practo",,39,0,"https://www.google.com/maps/dir//12.978668751369,77.645484978269",2025-08-17T23:43:29.104205
Bangalore,Cardiologist,https://www.practo.com/bangalore/doctor/dr-raju-srinivas-dentist?practice_id=678050&specialization=Doctor&referrer=doctor_listing&page_uid=df02030a-ccaa-42a3-b445-c145ec7e263f,Dr. Raju Srinivas,BDS,27,Jayanagar,96,1,0,"http://www.google.com/maps/place/12.930807277863,77.592497311791",2025-08-17T23:43:32.604644
Bangalore,Cardiologist,https://www.practo.com/bangalore/doctor/dr-sumanth-shetty-2-dentist/recommended?practice_id=745107&specialization=Doctor&referrer=doctor_listing&page_uid=df02030a-ccaa-42a3-b445-c145ec7e263f,Dr. Sumanth Shetty,BDS,26,Bangalore,96,2,2,"https://www.google.com/maps/search/Dr.+Sumanth+Shetty+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:43:35.382033
Bangalore,Cardiologist,https://www.practo.com/bangalore/doctor/dr-sumanth-shetty-2-dentist?practice_id=745107&specialization=Doctor&referrer=doctor_listing&page_uid=df02030a-ccaa-42a3-b445-c145ec7e263f,Dr. Sumanth Shetty,BDS,26,Koramangala,96,1,0,"http://www.google.com/maps/place/12.92777,77.63721",2025-08-17T23:43:38.286606
Bangalore,Cardiologist,https://www.practo.com/bangalore/doctor/dr-partha-sarathi-dutta-roy-dermatologist-cosmetologist-dermatologist?practice_id=899562&specialization=Doctor&referrer=doctor_listing&page_uid=df02030a-ccaa-42a3-b445-c145ec7e263f,Dr. Parthasarathi Dutta Roy,MBBS,25,Indiranagar,88,1,0,"http://www.google.com/maps/place/12.978668751369,77.645484978269",2025-08-17T23:43:41.332666
Bangalore,Cardiologist,https://www.practo.com/bangalore/doctor/dr-rashmi-shetty-3-dentist?practice_id=745107&specialization=Doctor&referrer=doctor_listing&page_uid=df02030a-ccaa-42a3-b445-c145ec7e263f,Dr. Rashmi Shetty,BDS,3,Koramangala,99,1,0,"http://www.google.com/maps/place/12.92777,77.63721",2025-08-17T23:43:44.281928
Bangalore,Dentist,https://www.practo.com/bangalore/doctor/dr-sindhu-s-kumar-2-dentist/recommended?practice_id=1163292&specialization=Dentist&referrer=doctor_listing&page_uid=1738495e-31e9-416e-8d5f-5bcadb16fd45,Dr. Sindhu S Kumar,BDS,14,Bangalore,99,1,2,"https://www.google.com/maps/search/Dr.+Sindhu+S+Kumar+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:44:05.469899
Bangalore,Dentist,https://www.practo.com/bangalore/doctor/dr-harish-prasad-b-r-dermatologist-cosmetologist/recommended?practice_id=1133982&specialization=Doctor&referrer=doctor_listing&page_uid=875497fc-8897-4d89-93ef-f8d059d173b6,Dr. Harish Prasad B.R,MD,1,Bangalore,95,1,1,"https://www.google.com/maps/search/Dr.+Harish+Prasad+B.R+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:44:08.611913
Bangalore,Dentist,https://www.practo.com/bangalore/doctor/dr-sunil-rao-dentist-1/recommended?practice_id=779552&specialization=Dentist&referrer=doctor_listing&page_uid=98749773-098e-4370-9a37-47d21750bcac,Dr. Sunil Rao,BDS,18,Bangalore,97,1,1,"https://www.google.com/maps/search/Dr.+Sunil+Rao+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:44:11.562068
Bangalore,Dentist,https://www.practo.com/bangalore/doctor/dr-abhilash-pasare-dentist/recommended?practice_id=648559&specialization=Dentist&referrer=doctor_listing&page_uid=98749773-098e-4370-9a37-47d21750bcac,Dr. Abhilash Ravindranath,MDS,16,Bangalore,97,1,16,"https://www.google.com/maps/search/Dr.+Abhilash+Ravindranath+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:44:14.652047
Bangalore,Dentist,https://www.practo.com/bangalore/doctor/dr-abhilash-pasare-dentist?practice_id=648559&specialization=Dentist&referrer=doctor_listing&page_uid=98749773-098e-4370-9a37-47d21750bcac,Dr. Abhilash Ravindranath,MDS,16,HSR Layout,97,1,0,"http://www.google.com/maps/place/12.907761241248,77.652018192625",2025-08-17T23:44:17.649621
Bangalore,Dentist,https://www.practo.com/bangalore/doctor/dr-kim-upadhyay-dentist?practice_id=1130291&specialization=Dentist&referrer=doctor_listing&page_uid=98749773-098e-4370-9a37-47d21750bcac,Dr. Kim Upadhyay,BDS,10,Sarjapur Road,96,1,0,"http://www.google.com/maps/place/12.92178,77.67198",2025-08-17T23:44:20.490289
Bangalore,Dentist,https://www.practo.com/bangalore/doctor/dr-vivekananda-reddy-dentist/recommended?practice_id=1370881&specialization=Dentist&referrer=doctor_listing&page_uid=98749773-098e-4370-9a37-47d21750bcac,Dr. Vivekananda Reddy,MDS,22,Bangalore,98,22,22,"https://www.google.com/maps/search/Dr.+Vivekananda+Reddy+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:44:23.447587
Bangalore,Dentist,https://www.practo.com/bangalore/doctor/dr-sunil-rao-dentist-1?practice_id=779552&specialization=Dentist&referrer=doctor_listing&page_uid=98749773-098e-4370-9a37-47d21750bcac,Dr. Sunil Rao,BDS,18,Vijayanagar,97,1,0,"http://www.google.com/maps/place/12.964420269994,77.538014352322",2025-08-17T23:44:26.496496
Bangalore,Dentist,https://www.practo.com/bangalore/doctor/dr-aarti-talikoti-dentist?practice_id=654730&specialization=Dentist&referrer=doctor_listing&page_uid=98749773-098e-4370-9a37-47d21750bcac,Dr. Aarti Talikoti,BDS,10,Jayanagar 9 Block,97,1,0,"http://www.google.com/maps/place/12.92061,77.59496",2025-08-17T23:44:29.516834
Bangalore,Dentist,https://www.practo.com/bangalore/doctor/dr-pramod-dentist-7/recommended?practice_id=648850&specialization=Dentist&referrer=doctor_listing&page_uid=98749773-098e-4370-9a37-47d21750bcac,Dr. Pramod,MDS,15,Bangalore,98,1,7,"https://www.google.com/maps/search/Dr.+Pramod+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:44:32.691799
Bangalore,Dentist,https://www.practo.com/bangalore/doctor/dr-shyam-padmanabhan-dentist?practice_id=1235728&specialization=Dentist&referrer=doctor_listing&page_uid=98749773-098e-4370-9a37-47d21750bcac,Dr. Shyam Padmanabhan,BDS,2001,New Thippasandra,99,1,0,"http://www.google.com/maps/place/12.975938481932,77.654982741741",2025-08-17T23:44:36.116651
Bangalore,Dentist,https://www.practo.com/bangalore/doctor/dr-shyam-padmanabhan-dentist/recommended?practice_id=1235728&specialization=Dentist&referrer=doctor_listing&page_uid=98749773-098e-4370-9a37-47d21750bcac,Dr. Shyam Padmanabhan,BDS,5,Bangalore,99,1,2001,"https://www.google.com/maps/search/Dr.+Shyam+Padmanabhan+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:44:38.712892
Bangalore,Dentist,https://www.practo.com/bangalore/doctor/dr-s-tamil-arasi-dentist/recommended?practice_id=1409516&specialization=Dentist&referrer=doctor_listing&page_uid=98749773-098e-4370-9a37-47d21750bcac,Dr. S Tamil Arasi,BDS,21,Bangalore,,2,21,"https://www.google.com/maps/search/Dr.+S+Tamil+Arasi+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:44:41.484456
Bangalore,Dentist,https://www.practo.com/bangalore/doctor/dr-aarti-talikoti-dentist/recommended?practice_id=654730&specialization=Dentist&referrer=doctor_listing&page_uid=98749773-098e-4370-9a37-47d21750bcac,Dr. Aarti Talikoti,BDS,10,Bangalore,97,1,2008,"https://www.google.com/maps/search/Dr.+Aarti+Talikoti+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:44:44.550518
Bangalore,Dentist,https://www.practo.com/bangalore/doctor/dr-s-tamil-arasi-dentist?practice_id=1409516&specialization=Dentist&referrer=doctor_listing&page_uid=98749773-098e-4370-9a37-47d21750bcac,Dr. S Tamil Arasi,BDS,21,Whitefield,,2,0,"http://www.google.com/maps/place/12.9558534,77.7300762",2025-08-17T23:44:47.419684
Bangalore,Dentist,https://www.practo.com/bangalore/doctor/dr-sanjay-kaul-dentist-1?practice_id=697572&specialization=Dentist&referrer=doctor_listing&page_uid=98749773-098e-4370-9a37-47d21750bcac,Dr. Sanjay Kaul,BDS,29,Koramangala,93,1,0,"http://www.google.com/maps/place/12.934589431275,77.630532051956",2025-08-17T23:44:50.518471
Bangalore,Dentist,https://www.practo.com/bangalore/doctor/dr-kim-upadhyay-dentist/recommended?practice_id=1130291&specialization=Dentist&referrer=doctor_listing&page_uid=98749773-098e-4370-9a37-47d21750bcac,Dr. Kim Upadhyay,BDS,10,Bangalore,96,1,10,"https://www.google.com/maps/search/Dr.+Kim+Upadhyay+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:44:53.570398
Bangalore,Dentist,https://www.practo.com/bangalore/doctor/dr-sanjay-kaul-dentist-1/recommended?practice_id=697572&specialization=Dentist&referrer=doctor_listing&page_uid=98749773-098e-4370-9a37-47d21750bcac,Dr. Sanjay Kaul,BDS,29,Bangalore,93,1,1,"https://www.google.com/maps/search/Dr.+Sanjay+Kaul+a,abbr,acronym,address,applet,article,aside,audio,b,big,blockquote,body,canvas,caption,center,cite,c+Bangalore",2025-08-17T23:44:56.656445
